gameId,playId,x,y,hangTime,frameId,playDirection
2018112510,3157,18.3,46.72,5.48,87,left
2018112600,323,82.73,19.1,4.72,80,right
2018112600,803,25.14,42.38,4.08,74,left
2018112600,1438,80.06,24.55,3.69,70,right
2018112600,1733,15.15,22.57,3.68,68,left
2018112600,1927,64.54,45.41,3.74,70,right
2018112600,2775,45.05,38.9,4.09,74,left
2018112600,3013,90.78,13.19,4.5,78,right
2018112600,3109,43.17,50.77,4.61,79,left
2018112600,3423,31.15,36.22,4.55,79,left
2018112600,3685,101.05,18.55,4.17,72,right
2018112900,432,87.22,-8.99,4.58,79,right
2018112900,558,34.86,5.45,4.68,78,left
2018112900,650,94.66,16.83,4.85,83,right
2018112900,1110,31.86,53.64,4.38,77,left
2018112900,2456,26.95,2.74,4.58,78,left
2018112900,3018,85.21,47.97,3.63,69,right
2018120200,769,82.89,13.09,4.75,82,right
2018120200,1457,98.65,16.71,4.74,78,right
2018120200,1714,14.45,14.48,3.99,74,left
2018120200,1834,75.17,12.51,3.25,66,right
2018120200,1997,28.34,32.0,4.42,79,left
2018120200,2771,96.97,9.17,4.76,83,right
2018120200,3398,26.92,36.68,4.77,81,left
2018120201,293,104.02,-0.4,4.42,74,right
2018120201,618,27.96,32.15,4.17,74,left
2018120201,710,91.35,17.26,4.6,77,right
2018120201,873,38.7,37.57,3.36,68,left
2018120201,999,41.68,10.01,3.32,65,left
2018120201,1153,73.2,22.33,3.23,68,right
2018120201,1535,67.03,30.08,3.65,70,right
2018120201,2393,35.24,25.46,4.62,80,left
2018120201,2537,72.76,29.35,3.9,71,right
2018120201,3516,86.0,-0.22,4.42,72,right
2018120201,3660,22.26,10.06,4.72,80,left
2018120201,3803,100.19,22.62,3.74,70,right
2018120201,4051,25.08,13.88,4.35,73,left
2018120202,234,14.06,17.17,4.73,82,left
2018120202,442,81.05,19.0,3.66,70,right
2018120202,1224,38.52,11.81,4.84,83,left
2018120202,1815,35.71,21.53,4.62,81,left
2018120202,2205,25.42,5.96,3.82,71,left
2018120202,2355,90.89,32.09,4.53,79,right
2018120202,3458,101.81,29.33,3.63,70,right
2018120202,3580,26.06,18.1,4.37,76,left
2018120202,3676,77.48,51.19,4.7,81,right
2018120203,273,98.71,11.35,4.03,77,right
2018120203,447,25.86,17.53,4.65,81,left
2018120203,547,63.46,25.94,4.8,82,right
2018120203,717,26.03,15.92,4.41,79,left
2018120203,842,31.18,21.83,4.6,80,left
2018120203,955,68.07,31.68,3.76,71,right
2018120203,2164,44.3,28.08,4.59,80,left
2018120203,2303,104.12,37.19,4.59,78,right
2018120203,2395,33.53,28.85,4.36,77,left
2018120203,2581,103.96,28.45,4.43,80,right
2018120203,3197,33.33,7.29,4.73,81,left
2018120203,3406,101.7,21.7,4.85,82,right
2018120204,503,81.63,38.56,3.64,68,right
2018120204,966,9.64,42.84,4.75,79,left
2018120204,1171,98.71,29.88,4.37,75,right
2018120204,3414,19.51,37.66,4.37,74,left
2018120204,4265,15.49,25.22,4.2,73,left
2018120205,298,101.36,3.48,4.44,78,right
2018120205,587,24.33,17.9,4.85,82,left
2018120205,706,75.05,49.78,4.35,75,right
2018120205,1365,74.96,50.18,3.44,66,left
2018120205,2168,109.34,40.83,4.2,74,right
2018120205,2427,93.1,16.81,4.29,76,right
2018120205,2619,27.99,36.4,4.75,82,left
2018120205,2826,93.93,35.11,4.65,80,right
2018120205,2932,35.24,43.87,4.68,80,left
2018120205,3064,85.13,22.53,4.24,76,right
2018120205,3453,9.59,34.7,4.17,75,left
2018120205,3666,91.23,27.07,4.61,80,right
2018120205,4068,94.38,44.19,4.54,78,right
2018120206,485,17.66,21.65,4.82,80,left
2018120206,637,49.64,43.52,3.61,68,right
2018120206,749,20.32,12.81,4.21,75,left
2018120206,853,65.6,5.4,3.49,69,right
2018120206,1295,52.46,47.79,4.84,83,left
2018120206,1424,77.42,11.42,4.14,73,right
2018120206,1614,40.64,34.63,4.2,75,left
2018120206,2640,102.97,7.27,5.3,86,right
2018120206,2836,45.9,31.49,3.9,70,left
2018120206,2922,85.67,0.37,4.69,79,right
2018120206,3972,20.66,8.91,4.8,80,left
2018120207,281,47.88,17.34,4.42,77,left
2018120207,367,93.43,15.57,4.58,78,right
2018120207,465,27.4,21.08,4.76,80,left
2018120207,550,68.86,17.36,4.04,73,right
2018120207,1279,34.54,6.41,3.55,68,left
2018120207,1384,82.22,20.12,4.8,81,right
2018120207,1476,35.11,23.96,3.73,72,left
2018120207,2003,31.21,4.58,4.19,75,left
2018120207,2144,77.49,22.64,4.48,77,right
2018120207,2572,84.9,37.7,4.19,74,right
2018120207,3179,28.73,10.85,4.47,76,left
2018120207,3314,74.08,3.7,4.83,80,right
2018120207,3924,106.76,27.79,3.25,64,right
2018120208,437,62.31,31.7,4.34,76,left
2018120208,1370,86.12,19.36,4.38,78,right
2018120208,1469,35.11,1.31,4.5,80,left
2018120208,1565,36.68,9.57,2.99,64,right
2018120208,1843,98.71,24.81,4.75,82,right
2018120208,2446,23.18,1.86,4.91,83,left
2018120208,3040,81.11,11.08,4.44,79,right
2018120208,3166,88.11,32.41,5.03,85,right
2018120209,773,25.91,49.91,4.64,78,left
2018120209,927,10.4,39.14,4.8,80,left
2018120209,1259,40.79,50.15,5.11,82,left
2018120209,1376,79.5,43.27,4.69,78,right
2018120209,2975,97.92,42.64,4.78,80,right
2018120209,3194,95.57,42.59,4.15,74,right
2018120209,3486,88.87,14.21,5.07,83,right
2018120209,3863,89.66,18.82,4.63,77,right
2018120210,210,45.39,-0.76,3.28,59,left
2018120210,874,25.11,25.5,4.19,75,left
2018120210,987,72.52,25.08,3.78,72,right
2018120210,3191,76.95,40.25,4.81,84,right
2018120210,3903,56.02,15.75,4.92,83,left
2018120211,144,45.5,4.55,4.28,76,left
2018120211,719,39.15,-0.32,4.03,67,left
2018120211,1347,105.82,29.3,4.24,75,right
2018120211,1430,45.51,7.05,3.23,65,left
2018120211,2135,104.08,32.22,4.18,74,right
2018120211,2218,50.34,-0.07,3.12,63,left
2018120211,3080,101.46,41.09,4.04,74,right
2018120211,3173,58.2,4.31,4.06,74,left
2018120211,3515,44.57,31.02,2.96,63,left
2018120211,3736,18.87,37.65,4.47,79,left
2018120211,3826,89.26,4.07,4.63,78,right
2018120211,4011,23.3,23.46,4.15,74,left
2018120212,120,86.09,41.71,4.26,75,right
2018120212,731,20.57,41.59,4.12,75,left
2018120212,911,34.32,48.86,5.1,83,left
2018120212,1459,27.43,20.31,4.44,76,left
2018120212,1621,86.4,48.66,4.3,76,right
2018120212,2083,91.02,53.91,4.54,74,right
2018120212,2171,44.31,8.94,4.15,74,left
2018120212,3123,82.08,7.61,4.81,79,right
2018120212,4189,9.78,50.54,3.66,66,left
2018120213,195,51.66,30.67,3.96,71,left
2018120213,310,102.01,11.7,4.47,75,right
2018120213,467,36.03,47.8,4.64,78,left
2018120213,860,65.41,32.28,4.66,77,right
2018120213,1445,41.71,24.93,3.25,64,left
2018120213,1568,99.67,8.98,4.58,78,right
2018120213,1717,43.63,23.55,4.79,79,left
2018120213,2735,99.65,41.87,4.23,75,right
2018120213,2952,21.5,11.87,4.23,74,left
2018120300,547,96.9,16.87,4.2,74,right
2018120300,639,39.12,27.51,4.68,79,left
2018120300,1201,100.28,34.32,3.89,70,right
2018120300,1663,55.71,50.29,4.74,81,left
2018120300,2247,85.51,34.65,4.97,83,right
2018120300,2660,95.37,17.25,4.3,73,right
2018120300,3332,36.87,41.59,4.47,77,left
2018120300,3816,35.22,15.19,4.7,80,left
2018120600,494,95.55,40.61,4.41,79,right
2018120600,786,102.09,32.98,4.14,74,right
2018120600,1466,18.49,38.79,4.61,80,left
2018120600,1607,79.51,14.17,4.67,79,right
2018120600,1699,48.86,1.81,3.57,70,left
2018120600,2280,34.09,34.22,4.8,80,left
2018120600,3309,15.01,15.27,4.22,74,left
2018120900,533,86.7,5.68,4.63,80,right
2018120900,1979,18.63,10.7,3.98,72,left
2018120900,3104,24.72,20.91,5.03,85,left
2018120900,3864,30.39,12.82,3.93,74,left
2018120901,963,83.48,53.66,3.69,64,right
2018120901,1131,13.69,31.05,4.47,79,left
2018120901,2099,24.78,38.59,4.22,76,left
2018120901,2254,90.03,30.58,3.76,70,right
2018120901,3063,80.71,45.33,4.06,73,right
2018120901,3486,27.43,5.47,4.65,79,left
2018120901,4085,92.13,13.66,4.41,77,right
2018120901,4685,94.35,7.7,4.44,76,right
2018120902,724,26.08,1.39,3.63,68,left
2018120902,2231,99.59,8.41,4.17,74,right
2018120902,2314,56.49,14.35,4.39,79,left
2018120902,2871,36.49,50.72,4.54,78,left
2018120902,3075,102.14,12.64,4.59,78,right
2018120902,3412,48.11,27.45,4.6,78,left
2018120902,4027,79.74,12.92,4.17,75,right
2018120903,1034,32.77,16.57,4.34,77,left
2018120903,1128,69.73,26.4,3.66,71,right
2018120903,1748,95.9,10.15,4.57,81,right
2018120903,2565,31.48,21.01,4.5,79,left
2018120903,3018,32.84,21.58,4.82,85,left
2018120903,3129,78.35,36.67,4.25,77,right
2018120903,3634,37.22,20.01,4.65,80,left
2018120903,4235,51.47,-0.59,4.04,69,left
2018120904,120,25.23,17.88,4.48,78,left
2018120904,227,96.01,24.71,4.28,75,right
2018120904,371,15.87,3.9,4.67,79,left
2018120904,452,69.01,18.37,3.8,69,right
2018120904,563,27.27,5.71,4.61,78,left
2018120904,1145,31.12,22.62,4.67,80,left
2018120904,1305,19.71,20.94,4.28,76,left
2018120904,1694,62.67,27.54,3.54,66,left
2018120904,1902,44.2,29.85,3.85,71,left
2018120904,2219,21.68,45.06,4.58,78,left
2018120904,3557,103.15,32.93,4.28,76,right
2018120904,3773,19.02,9.69,4.5,78,left
2018120904,3928,96.42,20.34,4.02,71,right
2018120904,4051,14.81,9.16,4.46,77,left
2018120905,236,92.9,35.19,4.76,81,right
2018120905,382,30.18,1.61,4.08,74,left
2018120905,1824,97.29,47.1,3.88,72,right
2018120905,3207,17.72,48.12,4.23,77,left
2018120905,3467,85.52,2.0,4.13,76,right
2018120905,3600,41.85,27.21,4.09,74,left
2018120906,599,31.37,8.27,4.4,73,left
2018120906,744,33.53,29.89,2.08,54,right
2018120906,1872,87.24,48.43,4.38,76,right
2018120906,3167,102.49,50.73,3.82,71,right
2018120907,464,12.66,22.94,4.24,76,left
2018120907,693,98.62,33.39,4.46,77,right
2018120907,804,36.29,14.34,4.35,76,left
2018120907,1689,45.14,14.18,3.83,72,left
2018120907,2907,58.79,33.41,3.93,73,right
2018120907,3370,42.11,10.58,4.81,81,left
2018120907,3718,39.57,16.02,3.6,69,left
2018120908,162,22.05,43.36,4.14,70,left
2018120908,283,64.75,30.29,3.59,70,right
2018120908,415,36.58,37.48,4.43,77,left
2018120908,507,78.24,39.49,4.4,77,right
2018120908,687,25.41,36.57,4.62,79,left
2018120908,1078,27.45,29.01,4.32,77,left
2018120908,1464,81.97,11.19,4.11,73,right
2018120908,1831,92.26,17.31,4.54,79,right
2018120908,2416,46.01,30.62,4.68,79,left
2018120908,2521,81.88,10.57,4.18,67,right
2018120908,3453,85.13,37.74,4.22,76,right
2018120908,3709,72.7,49.09,3.53,70,right
2018120909,1028,16.83,16.92,4.65,81,left
2018120909,1169,49.69,43.46,3.65,76,right
2018120909,1639,76.15,28.28,4.94,82,right
2018120909,1729,26.28,9.05,4.52,80,left
2018120909,1867,54.22,20.08,3.53,69,right
2018120909,2828,14.46,27.61,4.26,77,left
2018120909,2986,66.2,13.81,4.56,79,right
2018120910,396,85.52,36.92,4.65,79,right
2018120910,728,16.54,25.63,3.96,71,left
2018120910,869,98.26,41.29,3.7,69,right
2018120910,1364,47.39,8.8,4.58,78,left
2018120910,1797,12.34,11.36,4.32,74,left
2018120910,2048,88.11,33.38,4.02,71,right
2018120910,2173,37.38,18.54,4.52,77,left
2018120910,2804,83.41,35.41,4.55,79,right
2018120910,2917,33.91,33.92,4.45,77,left
2018120910,3505,19.06,26.29,4.13,72,left
2018120910,4083,78.98,19.31,4.42,76,right
2018120911,322,41.16,10.13,4.66,80,left
2018120911,437,96.23,19.6,4.5,77,right
2018120911,561,32.73,47.73,4.66,80,left
2018120911,682,74.89,10.34,4.39,77,right
2018120911,873,24.65,2.38,4.42,77,left
2018120911,1750,23.43,16.31,4.34,73,left
2018120911,1908,95.95,10.3,4.69,81,right
2018120911,2070,18.6,39.19,4.31,76,left
2018120911,2396,13.89,38.87,4.91,83,left
2018120911,2585,95.52,27.53,4.11,74,right
2018120911,2972,22.69,47.46,4.4,77,left
2018120911,3181,54.21,41.92,4.62,79,left
2018120911,4226,24.87,27.18,4.29,74,left
2018120912,174,79.34,48.72,4.54,78,right
2018120912,359,19.64,32.21,3.99,72,left
2018120912,835,25.68,27.59,4.07,72,left
2018120912,1215,88.35,23.07,5.05,83,right
2018120912,2094,77.01,37.66,3.58,67,right
2018120912,2486,95.66,34.42,4.39,76,right
2018120912,3472,31.62,16.44,4.66,78,left
2018120912,3568,64.99,28.3,3.61,68,right
2018120913,473,25.07,18.61,3.54,70,left
2018120913,644,80.71,22.34,4.36,76,right
2018120913,1590,35.45,16.48,4.15,74,left
2018120913,2224,24.01,26.45,3.87,71,left
2018120913,2393,81.65,32.38,4.35,77,right
2018120913,3174,26.95,38.67,4.34,77,left
2018120913,3286,83.34,31.44,4.24,76,right
2018121000,199,84.98,9.44,3.76,71,right
2018121000,295,39.72,16.96,3.46,67,left
2018121000,502,87.62,27.33,4.79,80,right
2018121000,1026,33.42,53.42,4.33,77,left
2018121000,1263,99.7,38.57,4.46,77,right
2018121000,1386,37.33,36.02,3.99,73,left
2018121000,2058,92.97,46.97,4.51,78,right
2018121000,2234,28.03,37.03,4.61,81,left
2018121000,2321,82.08,10.24,4.81,80,right
2018121000,3114,69.55,25.36,3.18,61,left
2018121300,548,18.01,38.4,4.51,78,left
2018121300,1363,16.44,39.94,4.42,79,left
2018121300,1978,14.86,42.84,4.29,75,left
2018121300,2707,86.5,44.72,4.3,76,right
2018121300,2869,45.22,49.74,4.08,74,left
2018121300,3999,58.5,29.61,4.2,74,left
2018121500,125,52.29,18.5,4.02,74,left
2018121500,1610,92.56,14.8,4.37,78,right
2018121500,2280,79.02,36.59,4.32,78,right
2018121500,2599,85.18,19.96,4.71,79,right
2018121500,2721,24.15,21.23,4.18,74,left
2018121500,2820,59.44,-0.11,3.3,57,right
2018121500,2942,21.74,47.04,4.9,82,left
2018121501,118,61.47,31.88,4.65,78,right
2018121501,363,70.0,25.89,3.35,69,right
2018121501,449,22.36,48.04,4.42,77,left
2018121501,1066,23.5,27.87,4.69,80,left
2018121501,2054,87.8,21.34,4.62,78,right
2018121501,2166,47.03,26.58,4.32,76,left
2018121501,3285,76.79,9.09,4.65,80,right
2018121600,226,79.94,34.24,3.77,74,right
2018121600,624,67.06,43.58,3.91,74,right
2018121600,863,37.62,19.06,4.15,76,left
2018121600,1374,94.34,30.18,4.15,76,right
2018121600,1794,98.44,18.27,4.41,78,right
2018121600,1888,46.58,26.54,4.17,77,left
2018121600,2536,92.34,41.32,4.91,84,right
2018121600,2753,24.59,16.55,4.52,81,left
2018121600,2880,82.59,47.35,4.2,78,right
2018121600,3190,85.49,-0.54,4.23,72,right
2018121600,3673,33.42,43.84,4.59,78,left
2018121600,3776,73.9,16.1,5.3,87,right
2018121600,4305,84.03,8.22,4.67,81,right
2018121601,148,15.47,30.9,3.99,73,left
2018121601,268,79.89,53.78,4.01,59,right
2018121601,450,29.97,18.01,4.25,77,left
2018121601,574,92.66,48.74,3.92,77,right
2018121601,709,44.94,14.02,3.85,71,left
2018121601,2603,88.86,31.18,4.47,79,right
2018121601,3369,83.05,37.23,4.26,75,right
2018121602,367,9.72,20.07,4.4,77,left
2018121602,519,96.06,42.79,4.13,75,right
2018121602,688,34.8,33.53,3.69,69,left
2018121602,1756,90.56,15.65,4.37,77,right
2018121602,1911,24.35,10.21,3.71,73,left
2018121602,2230,22.47,38.88,4.4,78,left
2018121602,2468,99.76,35.24,4.15,75,right
2018121602,2574,36.27,36.54,4.59,79,left
2018121602,3113,101.36,45.61,3.11,43,right
2018121602,3208,39.08,33.48,4.37,55,left
2018121602,3330,71.1,32.01,4.33,77,right
2018121602,3807,28.31,12.0,4.04,74,left
2018121602,3915,86.42,42.0,4.33,77,right
2018121603,202,101.72,22.62,4.72,81,right
2018121603,415,51.13,-0.45,4.79,73,left
2018121603,937,100.24,39.77,4.12,74,right
2018121603,1052,54.4,2.75,3.99,72,left
2018121603,1624,13.46,5.39,4.24,75,left
2018121603,1774,70.01,9.97,4.61,79,right
2018121603,3205,73.21,7.88,4.41,76,right
2018121603,3600,68.85,30.43,3.93,73,right
2018121603,4171,47.94,4.89,4.82,80,left
2018121604,215,29.69,19.2,4.27,75,left
2018121604,330,74.62,8.32,4.68,78,right
2018121604,581,64.37,1.99,4.38,75,left
2018121604,1023,19.86,22.62,4.36,75,left
2018121604,2219,78.24,36.42,4.11,76,right
2018121604,2335,36.3,13.1,4.51,79,left
2018121604,2751,98.68,7.0,4.35,76,right
2018121604,3121,78.03,12.28,3.99,71,right
2018121604,3821,85.7,46.57,4.53,79,right
2018121604,3921,50.4,10.68,3.54,68,left
2018121604,4261,69.51,17.17,3.81,71,right
2018121606,288,16.04,14.3,4.3,76,left
2018121606,448,66.27,13.68,4.02,74,right
2018121606,855,41.27,4.92,4.08,74,left
2018121606,1029,86.51,9.46,4.41,77,right
2018121606,1149,18.37,4.1,4.39,77,left
2018121606,1290,44.87,20.31,2.42,57,right
2018121606,1721,104.6,15.63,4.4,75,right
2018121606,1827,39.76,16.37,4.82,78,left
2018121606,1977,82.63,20.59,4.37,77,right
2018121606,2639,19.16,22.09,4.44,79,left
2018121606,2859,97.81,17.71,4.5,72,right
2018121607,370,91.19,25.99,4.44,77,right
2018121607,692,87.04,41.26,4.58,79,right
2018121607,1139,14.38,45.03,4.51,78,left
2018121607,1569,83.73,5.69,4.83,80,right
2018121607,2203,83.56,-0.23,4.76,70,right
2018121607,2353,19.41,17.51,5.0,83,left
2018121607,2545,29.47,9.88,4.17,75,left
2018121607,2739,73.79,5.13,3.1,62,right
2018121607,2893,48.12,19.43,3.99,73,left
2018121607,3239,63.11,2.33,4.76,81,right
2018121608,388,75.32,26.84,3.03,66,right
2018121608,1149,19.92,5.48,4.73,82,left
2018121608,1356,92.43,47.0,4.43,77,right
2018121608,1578,24.32,1.46,4.38,78,left
2018121608,1730,94.54,14.47,4.52,79,right
2018121608,1815,42.49,18.43,3.93,75,left
2018121608,2070,90.03,26.79,4.0,72,right
2018121608,2915,28.19,29.98,4.23,75,left
2018121608,3274,79.08,29.68,3.71,72,right
2018121608,3377,98.56,13.44,4.51,78,right
2018121608,3531,66.71,42.77,3.09,67,left
2018121609,152,51.46,20.48,4.33,76,left
2018121609,676,107.04,51.74,3.97,74,right
2018121609,1047,15.64,4.49,4.17,75,left
2018121609,2100,31.26,53.31,4.28,73,left
2018121609,2269,90.91,1.76,4.48,77,right
2018121609,2436,13.69,5.44,4.14,75,left
2018121609,2618,94.34,37.73,4.59,77,right
2018121609,3887,77.09,16.13,4.78,80,right
2018121609,4028,11.78,43.59,4.72,79,left
2018121609,4205,80.98,14.41,4.37,60,right
2018121609,4423,9.71,38.89,4.34,76,left
2018121609,4613,33.86,37.24,4.74,81,left
2018121610,686,32.15,32.3,4.31,78,left
2018121610,836,102.1,13.26,3.91,72,right
2018121610,1339,23.6,6.89,4.47,79,left
2018121610,1598,38.48,1.69,4.63,79,left
2018121610,1749,92.37,37.49,5.0,83,right
2018121610,1997,33.89,11.19,3.15,66,left
2018121610,2174,35.58,8.51,3.7,70,left
2018121611,126,23.2,20.75,4.58,81,left
2018121611,2264,99.58,28.38,4.65,79,right
2018121611,2359,51.35,42.22,4.76,82,left
2018121611,2543,36.83,3.58,4.88,82,left
2018121611,3852,26.24,35.76,5.02,82,left
2018121611,4369,43.81,34.03,4.81,78,left
2018121700,231,95.6,6.34,4.49,76,right
2018121700,430,20.31,52.93,4.77,81,left
2018121700,874,85.13,30.36,4.44,77,right
2018121700,1445,20.57,43.7,4.22,75,left
2018121700,1681,87.64,-0.22,4.55,80,right
2018121700,1803,52.86,31.13,4.33,77,left
2018121700,2302,94.27,0.74,4.61,76,right
2018121700,2417,45.18,7.6,4.59,78,left
2018121700,2668,101.97,-0.39,4.37,73,right
2018121700,3464,76.64,-0.41,4.3,66,right
2018122200,723,89.98,2.62,4.05,74,right
2018122200,926,17.38,18.1,4.13,75,left
2018122200,1955,16.15,13.26,4.73,81,left
2018122200,2047,77.44,8.11,4.23,79,right
2018122200,2175,23.48,8.92,4.04,74,left
2018122200,3667,93.26,-0.13,4.46,70,right
2018122201,280,37.96,35.58,4.33,77,left
2018122201,660,28.88,11.65,4.62,80,left
2018122201,1205,76.2,27.91,4.21,76,right
2018122201,2554,74.58,34.54,3.66,70,right
2018122201,2898,66.96,5.42,3.74,72,right
2018122201,3009,23.38,35.18,4.27,76,left
2018122201,3184,39.8,34.1,4.54,79,left
2018122201,3278,90.56,34.79,4.39,77,right
2018122201,3686,70.4,26.46,3.9,72,right
2018122300,133,35.65,25.27,4.58,79,left
2018122300,596,37.25,15.84,4.22,77,left
2018122300,1235,46.08,27.53,3.35,68,left
2018122300,2083,102.11,31.52,4.6,78,right
2018122300,2330,95.13,24.45,4.35,78,right
2018122300,3616,106.38,40.17,4.39,75,right
2018122300,3761,52.77,27.45,4.83,83,left
2018122302,813,41.43,35.35,3.56,71,left
2018122302,979,20.68,10.39,3.66,69,left
2018122302,1142,95.02,26.81,4.23,76,right
2018122302,1582,22.97,47.18,4.01,73,left
2018122302,1832,91.29,40.87,4.53,79,right
2018122302,2134,20.66,13.62,3.76,71,left
2018122302,2413,17.82,2.84,4.07,73,left
2018122302,2605,80.96,13.38,4.51,80,right
2018122302,2717,35.38,33.48,3.62,57,left
2018122302,2809,72.72,3.28,3.65,70,right
2018122302,3526,23.28,10.99,4.65,81,left
2018122304,966,78.35,15.48,4.13,75,right
2018122304,1058,17.27,23.53,4.41,80,left
2018122304,2144,46.44,20.73,4.75,83,left
2018122304,2477,35.7,32.64,4.54,78,left
2018122304,2599,91.42,20.35,4.32,78,right
2018122304,2774,25.44,11.48,4.38,75,left
2018122304,3433,30.75,9.3,4.54,80,left
2018122304,4038,25.35,19.58,4.42,56,left
2018122305,227,31.55,13.74,4.84,82,left
2018122305,461,95.02,21.4,4.51,80,right
2018122305,651,38.69,13.6,4.7,79,left
2018122305,743,90.31,10.92,4.36,77,right
2018122305,1209,46.59,18.28,4.47,78,left
2018122305,1511,9.45,13.71,4.4,77,left
2018122305,2147,22.22,30.94,4.0,74,left
2018122306,1431,82.49,48.67,4.96,82,right
2018122306,1516,40.35,49.78,4.68,79,left
2018122306,1655,94.92,43.93,4.38,77,right
2018122306,1779,52.95,41.1,4.86,79,left
2018122306,2420,51.37,23.27,3.83,71,left
2018122306,3864,80.9,21.68,4.71,80,right
2018122307,213,15.46,29.2,4.41,77,left
2018122307,345,58.13,28.18,4.44,75,right
2018122307,597,86.26,21.28,4.52,79,right
2018122307,865,20.55,29.88,4.14,75,left
2018122307,979,65.27,17.23,3.83,71,left
2018122307,1373,40.87,32.07,4.66,80,left
2018122307,2132,93.74,44.93,4.44,78,right
2018122307,2815,82.69,9.43,4.75,81,right
2018122307,2930,21.71,50.51,4.55,79,left
2018122307,3055,70.53,31.03,4.06,73,right
2018122307,3651,22.94,15.37,4.46,78,left
2018122307,3780,86.74,12.55,4.41,79,right
2018122308,129,75.06,43.77,4.56,79,right
2018122308,218,41.55,27.04,3.17,67,left
2018122308,324,57.77,24.73,2.73,60,right
2018122308,598,88.52,31.39,4.3,78,right
2018122308,1124,85.97,43.3,3.96,74,right
2018122308,1216,32.7,28.84,3.63,70,left
2018122308,1951,100.05,6.93,3.91,74,right
2018122308,2282,76.51,47.62,4.33,77,right
2018122308,3199,16.91,45.53,4.29,78,left
2018122308,3289,58.25,40.64,4.01,74,right
2018122308,3571,41.85,28.18,2.28,56,right
2018122308,3913,33.32,53.42,3.9,70,left
2018122309,341,93.78,36.85,3.76,71,right
2018122309,928,33.99,25.94,4.19,76,left
2018122309,3195,78.65,39.78,4.87,82,right
2018122309,3309,70.31,11.38,3.91,73,right
2018122309,3670,89.33,43.46,3.97,72,right
2018122309,4308,92.9,16.37,3.83,71,right
2018122310,128,21.66,12.64,3.49,67,left
2018122310,967,27.76,32.15,3.74,71,left
2018122310,1089,79.0,17.96,3.41,46,right
2018122310,2622,98.52,22.12,4.21,74,right
2018122310,3007,93.06,53.54,3.85,70,right
2018122310,4189,101.51,36.63,4.23,74,right
2018122311,798,95.6,10.34,4.75,81,right
2018122311,2312,21.17,13.03,4.39,75,left
2018122311,2785,28.83,13.69,4.76,80,left
2018122311,2998,94.27,38.19,5.02,84,right
2018122311,3332,104.95,14.99,4.39,76,right
2018122311,3616,85.65,17.66,4.39,77,right
2018122311,3735,24.29,5.98,4.47,77,left
2018122312,183,105.93,40.68,4.32,76,right
2018122312,273,34.99,48.5,4.62,77,left
2018122312,582,41.57,41.99,4.78,79,left
2018122312,716,67.37,18.77,3.46,69,right
2018122312,2235,99.23,35.43,4.41,76,right
2018122312,2842,75.4,42.43,4.19,73,right
2018122312,3108,94.26,41.45,4.42,76,right
2018122313,159,9.36,27.03,4.7,81,left
2018122313,1473,75.17,36.9,5.12,85,right
2018122313,1622,18.96,46.79,4.54,79,left
2018122313,3142,45.98,8.6,4.48,77,left
2018122313,3416,83.97,12.59,4.44,78,right
2018122314,117,90.16,30.46,4.55,79,right
2018122314,1379,90.01,53.57,3.84,65,right
2018122314,2082,100.61,13.32,4.26,74,right
2018122314,3165,31.8,44.97,3.84,72,left
2018122314,3290,45.17,42.0,3.05,62,left
2018122400,241,102.13,16.64,5.06,84,right
2018122400,412,105.24,47.17,3.93,73,right
2018122400,542,49.17,37.66,4.08,73,left
2018122400,744,101.47,39.86,3.94,73,right
2018122400,845,47.0,20.96,3.92,75,left
2018122400,1120,21.85,12.87,4.69,80,left
2018122400,1634,15.25,7.85,4.47,79,left
2018122400,2313,26.54,24.72,4.51,80,left
2018122400,2467,84.29,22.92,4.44,78,right
2018122400,2569,28.77,4.09,4.63,81,left
2018122400,3753,98.93,34.72,4.66,80,right
2018123000,892,34.61,43.32,4.38,75,left
2018123000,1267,101.17,24.31,4.12,72,right
2018123000,1976,53.71,35.15,4.47,77,right
2018123000,2165,18.99,28.54,4.56,78,left
2018123000,2502,92.65,32.95,4.17,74,right
2018123000,2975,32.89,40.65,4.22,75,left
2018123000,3106,81.73,46.73,4.05,74,right
2018123000,4148,39.33,5.54,4.25,75,left
2018123001,1223,79.67,33.63,4.35,79,right
2018123001,1326,53.98,10.05,3.15,66,left
2018123001,1445,98.01,6.69,4.12,76,right
2018123001,1538,57.92,31.94,2.99,64,left
2018123001,2289,95.57,22.94,4.74,81,right
2018123001,3338,83.64,6.22,4.46,78,right
2018123001,3462,38.56,31.0,2.96,56,left
2018123001,4003,55.78,7.43,3.63,73,left
2018123002,117,31.26,44.86,4.45,83,left
2018123002,214,67.44,32.28,3.56,70,right
2018123002,355,15.5,15.13,4.04,75,left
2018123002,467,65.87,33.5,4.04,74,right
2018123002,949,87.6,34.54,4.54,81,right
2018123002,1499,23.38,11.72,4.18,75,left
2018123002,2152,12.71,17.08,4.77,81,left
2018123002,2362,86.73,33.21,4.3,77,right
2018123002,2503,19.0,14.99,3.84,68,left
2018123002,2595,63.09,37.71,4.25,76,right
2018123002,3146,76.32,20.32,3.35,67,right
2018123003,133,32.7,21.5,4.09,74,left
2018123003,228,98.23,25.25,4.85,82,right
2018123003,921,61.13,7.7,4.07,73,left
2018123003,1209,29.06,33.19,4.68,78,left
